"Covariate","R^2"
"NHAAC_MALE_60.79",0.0742011963226568
"HIAC_MALE_40.59",0.0739379231729295
"NHWAC_FEMALE_40.59_shuffled",0.0731763605907093
"wc2.0_30s_prec_07",0.0728745977822561
"NHIA_MALE_0.19",0.0724389433323835
"BEDROOMS_Total_housing_units_1_bedroom_shuffled",0.0723700044314819
"BAC_MALE_40.59_shuffled",0.0720517991145101
"aet_by_wind_10_shuffled",0.0717006094183094
"HAAC_MALE_80plus_shuffled",0.0712254205140118
"UVB280.315_CloudPlsOzone_month.06",0.0709398100103991
"IAC_MALE_AllAges",0.0709390284083967
"GROSS_RENT_Occupied_units_paying_rent_3000_or_more",0.0707566670213384
"GloAspectClW_30as_shuffled",0.0707257114168187
"GloLand_30as",0.0706201548816835
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_Less_than_500",0.0703933487751497
"AAC_FEMALE_40.59_shuffled",0.0703420594998871
"wc2.0_30s_vapr_03_shuffled",0.0702771098337266
"non.essential_services_closure_shuffled",0.0700997566211287
"wc2.0_30s_tmin_04",0.0698167069644936
"WAC_FEMALE_80plus_shuffled",0.0697542470074566
"NHIAC_MALE_40.59",0.0697147902383463
"wc2.0_30s_wind_11_shuffled",0.0693167423413024
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_unit_without_a_mortgage_Not_computed_shuffled",0.0692256198414896
"soil_ph_global",0.0689079385991411
"NHBAC_MALE_80plus_shuffled",0.0688644026665052
"H_MALE_80plus_shuffled",0.0687219723285549
"VALUE_Owner.occupied_units_Median",0.0686409398640756
"HNAC_FEMALE_0.19",0.0684127882825349
"wc2.0_30s_prec_08_shuffled",0.0683223922649907
"WAC_FEMALE_40.59",0.0683174855538551
"NHNA_MALE_60.79",0.0680601261583964
"VALUE_Owner.occupied_units_200000_to_299999",0.0679181644459362
"H_FEMALE_40.59_shuffled",0.0673597265484402
"aet_by_wind_04_shuffled",0.067276632547696
"MORTGAGE_STATUS_Owner.occupied_units_Housing_units_without_a_mortgage_shuffled",0.066934602031078
"HAA_MALE_40.59_shuffled",0.0663707839240835
"HIAC_FEMALE_20.39",0.0660424268734865
"NHAA_MALE_20.39",0.0658051432181913
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage",0.0657537735822938
"wc2.0_30s_prec_04",0.0656954263360685
"IAC_MALE_40.59",0.0655886924020298
"IA_FEMALE_0.19",0.0655088613805699
"NHWA_MALE_0.19",0.0653677141525373
"NH_FEMALE_AllAges",0.0652393729206306
"swc_fr_05_res3600.8640_SwcSoilVariance_05",0.06497621715532
"wc2.0_30s_tavg_05",0.064711998652535
"HWA_FEMALE_60.79_shuffled",0.0646914219406338
"NVG_2000_shuffled",0.064656270132571
"NHWA_FEMALE_0.19",0.064442461907655
"soil_oxygen_availability",0.0643316265112336
"Root_Oxygen_Availability_Global",0.0643316265112336
"NHIA_MALE_60.79",0.0643128653827616
"pet_11",0.0642990231609885
"NHIA_MALE_20.39",0.0641214989656976
"NHAAC_MALE_20.39",0.0640304388577124
"HNAC_FEMALE_80plus",0.0636086927752748
"NHIAC_MALE_20.39_shuffled",0.063161096081047
"NHAA_MALE_20.39_shuffled",0.0629770418037384
"NHWAC_MALE_0.19",0.0628013427293744
"NHWAC_MALE_0.19_shuffled",0.0627932076182325
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_Less_than_20_percent_shuffled",0.0625721282894187
"HOUSING_OCCUPANCY_Total_housing_units_Homeowner_vacancy_rate_shuffled",0.0623260313673003
"NAC_MALE_AllAges",0.062230587115231
"pet_10",0.0621860836318551
"HNAC_MALE_0.19",0.0621661633305014
"pet_12",0.0620296560170216
"HWA_FEMALE_80plus_shuffled",0.061935936054843
"NHAA_FEMALE_40.59_shuffled",0.0616389318096155
"NHBA_FEMALE_40.59_shuffled",0.061581371023538
"TOT_POP_20.39_shuffled",0.0614243734557716
"pet_01",0.0612902540565615
"HAA_MALE_20.39",0.0612187867020797
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1980_to_1989",0.0611754056909026
"NHAAC_FEMALE_20.39",0.0609295984959448
"NHIAC_MALE_40.59_shuffled",0.0609078494452164
"HBA_FEMALE_20.39_shuffled",0.0605128416847289
"HOUSE_HEATING_FUEL_Occupied_housing_units_Wood_shuffled",0.0604702967051756
"AA_MALE_20.39",0.0601427635967153
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_without_a_mortgage_1000_or_more_shuffled",0.0600728894850951
"NHNAC_FEMALE_AllAges",0.0600198881306232
"NHNAC_MALE_AllAges",0.0599856287502317
"NHIAC_MALE_80plus_shuffled",0.0599239876697034
"IA_FEMALE_AllAges",0.0598188055818097
"AA_FEMALE_60.79_shuffled",0.0596226100586894
"HWA_MALE_0.19",0.0595730227110344
"HIA_MALE_60.79_shuffled",0.0589040788845306
"UNITS_IN_STRUCTURE_Total_housing_units_5_to_9_units",0.0585512625422219
"NHAAC_MALE_80plus_shuffled",0.0585051482211276
"swc_fr_03_res3600.8640_SwcSoilVariance_03_shuffled",0.0584964013960918
"NHIA_MALE_40.59",0.0583451849854977
"HWA_MALE_20.39_shuffled",0.0582371266420054
"gathering_size_100_26",0.0580349214804122
"religious_gatherings_banned",0.0576214706494186
"HNA_MALE_60.79_shuffled",0.0576180539160275
"closing_of_public_venues",0.0571316297085267
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1960_to_1969_shuffled",0.0569979778039726
"AA_MALE_40.59_shuffled",0.0568707383082837
"wc2.0_30s_vapr_01",0.0567649241172951
"BA_MALE_20.39_shuffled",0.0566654272673545
"NHNA_FEMALE_40.59_shuffled",0.0565096376041893
"TOM_FEMALE_60.79_shuffled",0.0564547861176371
"GloAspectClU_5min_shuffled",0.0564446223790332
"NA_MALE_AllAges",0.0561052661603079
"wc2.0_30s_wind_12_shuffled",0.0556912535981426
"wc2.0_30s_wind_02_shuffled",0.0555335662229263
"HAAC_MALE_40.59",0.0554820744756488
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_without_a_mortgage_Median_shuffled",0.0550758956627165
"WA_MALE_0.19_shuffled",0.0548426633179367
"GROSS_RENT_Occupied_units_paying_rent_1000_to_1499",0.0544451980527852
"HBAC_FEMALE_AllAges_shuffled",0.0542550387198528
"NA_FEMALE_AllAges",0.0542226609463146
"NHIA_FEMALE_0.19",0.0538032094993318
"HIAC_FEMALE_80plus",0.0535940864164286
"NHBA_MALE_20.39_shuffled",0.0535132192268314
"NA_FEMALE_60.79",0.0532861947684069
"wc2.0_30s_wind_05",0.0529927435368832
"NHAAC_FEMALE_0.19_shuffled",0.0528057575610188
"Manganese_soil_pH",0.0527937977597213
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_1500_to_1999_shuffled",0.0526236030958016
"NHAA_MALE_60.79",0.0525408190255496
"YEAR_HOUSEHOLDER_MOVED_INTO_UNIT_Occupied_housing_units_Moved_in_2015_to_2016_shuffled",0.052427780398586
"WA_FEMALE_20.39_shuffled",0.0523241447328933
"HWAC_MALE_60.79",0.0522304071218795
"NHWA_MALE_40.59",0.0518293652215217
"AAC_MALE_60.79",0.0516283228256441
"BA_MALE_40.59_shuffled",0.0514296420711938
"NHNAC_FEMALE_AllAges_shuffled",0.0512403110153635
"wc2.0_30s_prec_10_shuffled",0.0511501693808449
"HNA_MALE_20.39_shuffled",0.0509744510490358
"HIA_FEMALE_AllAges",0.0508586896023335
"HOUSING_TENURE_Occupied_housing_units_Average_household_size_of_renter.occupied_unit",0.0508213567503742
"HWA_MALE_80plus",0.050818376585367
"HIAC_FEMALE_40.59",0.050808931339266
"wc2.0_30s_tavg_10",0.0507924464220684
"NHIA_FEMALE_80plus_shuffled",0.0505886897811297
"wc2.0_30s_tmax_06",0.0505508075668833
"H_MALE_AllAges_shuffled",0.0502706687216932
"TOM_MALE_40.59",0.0502700310077117
"NHWA_FEMALE_80plus_shuffled",0.0498771909406036
"NHNA_MALE_AllAges_shuffled",0.049692483249224
"WA_MALE_40.59",0.0496547205418197
"wc2.0_30s_tmax_12",0.0495203218968867
"FOR_2000_shuffled",0.0494692352204623
"Soil_Toxicity_Global",0.0494239707258326
"AA_MALE_60.79",0.0494090114797354
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_2000_to_2499",0.0492853508485237
"IA_MALE_40.59",0.0492398329349408
"HOUSE_HEATING_FUEL_Occupied_housing_units_Solar_energy",0.0490983687522301
"soil_nutrient_availability",0.049014887038028
"HAAC_MALE_40.59_shuffled",0.0489379285548738
"alt_global_shuffled",0.0485857007996683
"AAC_MALE_0.19_shuffled",0.0481271815109194
"NA_MALE_AllAges_shuffled",0.0480472549880461
"HTOM_MALE_AllAges_shuffled",0.0480199323677802
"HIAC_MALE_20.39",0.0479634099184927
"NHBAC_FEMALE_0.19",0.0478283325004941
"NHNAC_FEMALE_60.79",0.0478146198613248
"NA_MALE_60.79",0.0476139278154691
"VALUE_Owner.occupied_units_500000_to_999999_shuffled",0.0474829922056421
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_without_a_mortgage_400_to_599_shuffled",0.0472791169108954
"AA_FEMALE_40.59_shuffled",0.0471740020735532
"VALUE_Owner.occupied_units_Less_than_50000",0.0470624988709498
"WAC_MALE_40.59",0.0468027424778564
"swc_fr_04_res3600.8640_SwcSoilVariance_04",0.0467335938689467
"wc2.0_30s_srad_09_shuffled",0.046595331566426
"UVB280.315_CloudPlsOzone_month.10",0.0465358740398039
"NHWA_FEMALE_40.59_shuffled",0.0465235341760116
"MODCF_monthlymean_02",0.0464194116670934
"HIA_MALE_AllAges",0.0464051835547142
"HAA_FEMALE_20.39",0.046169745175546
"Beta_Diversity_shuffled",0.0461331275299889
"NHNA_FEMALE_AllAges_shuffled",0.0458095178573458
"NAC_FEMALE_AllAges",0.0455412298512364
"HOUSE_HEATING_FUEL_Occupied_housing_units_Utility_gas_shuffled",0.0455123085114643
"BAC_FEMALE_60.79_shuffled",0.0454601490541754
"WA_MALE_20.39_shuffled",0.0453855660942747
"NHBA_FEMALE_80plus_shuffled",0.045173802096318
"HWA_FEMALE_0.19",0.0449790174089892
"NHIAC_MALE_60.79",0.0449656768539617
"IAC_FEMALE_AllAges",0.0448536258886646
"H_FEMALE_40.59",0.0447705725691036
"HIA_MALE_40.59",0.0443548909931699
"NHAA_MALE_80plus_shuffled",0.0443199968094983
"GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Occupied_units_paying_rent_35_percent_or_more",0.0441156927019229
"IA_FEMALE_60.79_shuffled",0.0440604278472272
"GloAspectClW_5min",0.0440379863260735
"HOUSE_HEATING_FUEL_Occupied_housing_units_Electricity_shuffled",0.0439180872458037
"HIAC_MALE_AllAges",0.0439099694098997
"HWAC_MALE_0.19",0.0437406914297924
"wc2.0_30s_vapr_08_shuffled",0.0436844586360778
"NHBAC_FEMALE_80plus_shuffled",0.0434855653413722
"WAC_FEMALE_0.19_shuffled",0.0434077819355547
"HTOM_FEMALE_40.59",0.0433285950384745
"wc2.0_30s_wind_03_shuffled",0.0432665136493067
"HBA_FEMALE_40.59_shuffled",0.0429950926156069
"HWAC_FEMALE_80plus_shuffled",0.042802086888822
"BA_FEMALE_60.79_shuffled",0.0427584288141394
"TOM_FEMALE_80plus",0.0427110562967465
"WA_MALE_60.79_shuffled",0.0424590224153121
"GloAspectClU_5min",0.0423320595179396
"wc2.0_30s_tavg_09",0.0421568636589118
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_Not_computed",0.0420962317973982
"WAC_MALE_80plus_shuffled",0.0420085956661853
"wc2.0_30s_tmax_10",0.041940180302013
"wc2.0_30s_wind_06_shuffled",0.0418072312615302
"wc2.0_30s_tmax_07",0.0418059504419387
"wc2.0_30s_vapr_12",0.0415923063354344
"HBA_FEMALE_80plus_shuffled",0.0415172278711127
"NHBAC_MALE_20.39",0.0414163587016253
"NHWAC_MALE_80plus_shuffled",0.0413428695100719
"soil_rooting_conditions",0.041252332482974
"Rooting_Conditions_Global",0.041252332482974
"Magnesium_soil_pH",0.0412334449703797
"UVB280.315_CloudPlsOzone_month.05",0.0410862519326834
"H_FEMALE_0.19_shuffled",0.0409864894830553
"HWAC_FEMALE_AllAges_shuffled",0.0408404121173012
"TOM_MALE_60.79_shuffled",0.040746868146801
"OCCUPANTS_PER_ROOM_Occupied_housing_units_1point51_or_more_shuffled",0.0405298581428555
"HNA_MALE_40.59_shuffled",0.0405101420682085
"TOM_FEMALE_40.59",0.0403116971078045
"HWA_MALE_60.79",0.0403095551999161
"wc2.0_30s_wind_07",0.0399421586154746
"HWA_FEMALE_40.59_shuffled",0.0398958156394303
"IA_MALE_40.59_shuffled",0.039796552426319
"NHAAC_MALE_0.19",0.0397871584451104
"NHWA_FEMALE_60.79_shuffled",0.0397772571591717
"HWAC_FEMALE_0.19",0.0397744577408652
"swc_fr_01_res3600.8640_SwcSoilVariance_01_shuffled",0.0395818165271382
"OCCUPANTS_PER_ROOM_Occupied_housing_units_1_or_less_shuffled",0.0393431116289984
"GROSS_RENT_Occupied_units_paying_rent_1500_to_1999_shuffled",0.0392102881202178
"BA_MALE_AllAges_shuffled",0.0391294313380544
"NHNAC_FEMALE_0.19_shuffled",0.0389452332967789
"wc2.0_30s_srad_10",0.0389428582590564
"HIAC_FEMALE_AllAges_shuffled",0.0389305004360927
"IA_MALE_60.79",0.0389258328652191
"HOUSING_TENURE_Occupied_housing_units_Average_household_size_of_owner.occupied_unit_shuffled",0.0388999673508205
"NAC_MALE_80plus_shuffled",0.038403782094418
"NHNA_MALE_20.39_shuffled",0.0380547352667779
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_25_to_29point9_percent_shuffled",0.037993365420718
"wc2.0_30s_tavg_06",0.0375660868191517
"TOT_MALE_20.39",0.0375209605624035
"AAC_MALE_0.19",0.037508458380051
"GloAspectClE_30as",0.0374164054113337
"HOUSE_HEATING_FUEL_Occupied_housing_units_Solar_energy_shuffled",0.0373800513557309
"HWAC_FEMALE_20.39_shuffled",0.0372263207474257
"NHTOM_MALE_40.59_shuffled",0.0371852254195673
"NAC_MALE_20.39_shuffled",0.0371587751205797
"HAA_MALE_80plus_shuffled",0.0371250109190032
"wc2.0_30s_prec_09",0.03710544222018
"wc2.0_30s_tmax_09",0.0370080393553371
"HIAC_FEMALE_AllAges",0.0369888596928368
"HAAC_MALE_80plus",0.0368120190314097
"IAC_FEMALE_AllAges_shuffled",0.0367995734237421
"WA_MALE_80plus_shuffled",0.0365554933306197
"NHBAC_MALE_0.19",0.0364939758162988
"AA_FEMALE_60.79",0.0361683400678645
"TOT_POP_80plus_shuffled",0.0360059073532351
"soil_excess_salts",0.0359201881531428
"Excess_Salt_Global",0.0359201881531428
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_units_with_a_mortgage_shuffled",0.0358453009167261
"HTOM_FEMALE_0.19",0.0357067271802306
"wc2.0_30s_prec_12",0.035689011258528
"HAA_FEMALE_0.19_shuffled",0.0355868815229446
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1980_to_1989_shuffled",0.035585312820507
"HTOM_MALE_AllAges",0.0354606146484446
"soil_rooting_conditions_shuffled",0.035324713679435
"NHNAC_MALE_20.39_shuffled",0.0353208541805778
"HNA_FEMALE_0.19",0.0352716431341961
"NHWA_MALE_60.79_shuffled",0.0351251384359397
"pet_07_shuffled",0.034954190884017
"HAA_FEMALE_80plus",0.0349241156758232
"HTOM_FEMALE_AllAges_shuffled",0.0345590320323823
"GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Occupied_units_paying_rent_shuffled",0.0343343313806116
"MODCF_monthlymean_05_shuffled",0.0342762279996173
"YEAR_HOUSEHOLDER_MOVED_INTO_UNIT_Occupied_housing_units_Moved_in_1990_to_1999_shuffled",0.034269100671416
"AAC_FEMALE_80plus",0.0342000712845951
"wc2.0_30s_vapr_05",0.0337430089323841
"HIAC_FEMALE_20.39_shuffled",0.0337419598344417
"NHAA_MALE_0.19_shuffled",0.0336350406459086
"VEHICLES_AVAILABLE_Occupied_housing_units_2_vehicles_available",0.0334686781306943
"wc2.0_30s_srad_10_shuffled",0.0333076194724484
"NHBA_MALE_40.59",0.0332939618525323
"Cal_soil_pH",0.0332766292204377
"NHAA_FEMALE_60.79",0.0332477795119339
"VEHICLES_AVAILABLE_Occupied_housing_units_1_vehicle_available_shuffled",0.0330792663375788
"wc2.0_30s_tmin_03_shuffled",0.0329915441965187
"AA_MALE_80plus_shuffled",0.0329763086648008
"wc2.0_30s_wind_05_shuffled",0.0328749323973153
"BEDROOMS_Total_housing_units_2_bedrooms_shuffled",0.0328489512416271
"BEDROOMS_Total_housing_units_5_or_more_bedrooms_shuffled",0.0328313709433261
"gathering_size_10_0",0.0327823408917386
"NH_FEMALE_0.19_shuffled",0.0324965626459314
"wc2.0_30s_tmin_09_shuffled",0.0321215530342853
"SELECTED_CHARACTERISTICS_Occupied_housing_units_Lacking_complete_kitchen_facilities_shuffled",0.0320420247898312
"HAA_MALE_40.59",0.03199111306151
"TOT_FEMALE_40.59_shuffled",0.0319409417592601
"NHBAC_FEMALE_20.39",0.0319395119296346
"HIA_FEMALE_40.59",0.0318372778566567
"HIAC_MALE_60.79_shuffled",0.0316860749564005
"HTOM_MALE_60.79_shuffled",0.0316402069094421
"IA_FEMALE_60.79",0.0314301438511385
"MODCF_monthlymean_08_shuffled",0.0313382257382681
"wc2.0_30s_tavg_12",0.0313365433229057
"HNA_FEMALE_AllAges",0.0313364273093587
"aet_annualMean_shuffled",0.0312772421450457
"wc2.0_30s_tmax_06_shuffled",0.0311396639726897
"HIAC_FEMALE_60.79_shuffled",0.0310432810965426
"NHAAC_FEMALE_80plus",0.0309926635486486
"HBA_MALE_20.39_shuffled",0.0309389538670434
"wc2.0_30s_prec_05",0.0309286712062736
"NHNAC_MALE_60.79",0.030780150381901
"HTOM_FEMALE_20.39_shuffled",0.0307703038502065
"Soil_Toxicity_Global_shuffled",0.0307673379762182
"NHAAC_FEMALE_60.79",0.0306453972228053
"AA_FEMALE_80plus",0.0306015245555227
"WAC_FEMALE_60.79_shuffled",0.0304596915801566
"wc2.0_30s_vapr_10_shuffled",0.0304511667271895
"NA_FEMALE_0.19_shuffled",0.030415858957766
"wc2.0_30s_tmax_08",0.030348248006811
"VALUE_Owner.occupied_units_300000_to_499999_shuffled",0.0302685854147882
"TOT_POP_20.39",0.0300727797659237
"NHBA_MALE_0.19",0.0298976089604983
"NHIAC_FEMALE_60.79",0.0297787780811971
"TOT_POP_0.19",0.0296691664587349
"TOM_MALE_0.19_shuffled",0.0294765117697455
"CULTIR_2000",0.0293148586811363
"TOT_MALE_0.19",0.0291425497449987
"AA_FEMALE_20.39",0.0291400909827938
"WAC_MALE_60.79_shuffled",0.0290565514107207
"MODCF_monthlymean_03_shuffled",0.0290509826155537
"NHBA_MALE_AllAges_shuffled",0.02893498824815
"MODCF_monthlymean_04_shuffled",0.0288458405404218
"wc2.0_30s_tmin_11_shuffled",0.0288370504071072
"NHNAC_MALE_60.79_shuffled",0.0287142035508554
"Moleb_soil_pH_shuffled",0.0287000007755978
"NHBA_MALE_0.19_shuffled",0.0285451449040085
"NHAA_FEMALE_20.39",0.0283407977746385
"OCCUPANTS_PER_ROOM_Occupied_housing_units_1point51_or_more",0.0282602822773956
"NHNAC_FEMALE_20.39_shuffled",0.028170663672378
"TOT_FEMALE_0.19",0.0279342337062979
"NHNA_MALE_40.59_shuffled",0.0279099500415384
"wc2.0_30s_wind_07_shuffled",0.0278489482199549
"AA_FEMALE_80plus_shuffled",0.0278038278645287
"wc2.0_30s_vapr_02_shuffled",0.0275218151807322
"HNA_MALE_AllAges_shuffled",0.0271391040034374
"NA_FEMALE_60.79_shuffled",0.0270299968372477
"UVB280.315_CloudPlsOzone_month.02_shuffled",0.0269159762454292
"NHBA_MALE_20.39",0.0268949325479502
"school_closure_shuffled",0.026885724418058
"TOT_POP_0.19_shuffled",0.0268127096520495
"AAC_FEMALE_0.19_shuffled",0.0266921680022685
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_unit_without_a_mortgage_shuffled",0.02669144367586
"IAC_FEMALE_20.39_shuffled",0.0265465094148731
"YEAR_STRUCTURE_BUILT_Total_housing_units_Built_1970_to_1979_shuffled",0.0265274238477567
"GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Occupied_units_paying_rent_20_to_24point9_percent_shuffled",0.0264719091564506
"IA_FEMALE_80plus",0.0263313649152351
"Potasium_soil_pH_shuffled",0.0258607938507973
"aet_by_wind_08_shuffled",0.0257662438706401
"HAA_FEMALE_60.79_shuffled",0.025645400878645
"BEDROOMS_Total_housing_units_3_bedrooms",0.0256068387551045
"phosph_soil_pH_shuffled",0.0254280005567089
"HAAC_FEMALE_AllAges_shuffled",0.0253690001148272
"wc2.0_30s_tmax_11",0.0253413927033589
"HIA_MALE_60.79",0.0252148043484662
"UNITS_IN_STRUCTURE_Total_housing_units_20_or_more_units_shuffled",0.02519793958036
"HIA_FEMALE_20.39_shuffled",0.0250911194041267
"NHIAC_FEMALE_80plus_shuffled",0.0250694775757766
"HAA_MALE_AllAges_shuffled",0.0250320549604719
"TOT_MALE_80plus_shuffled",0.0250156101968096
"HNAC_FEMALE_20.39_shuffled",0.0250037504197695
"wc2.0_30s_srad_11",0.0249854987893111
"HOUSE_HEATING_FUEL_Occupied_housing_units_Other_fuel_shuffled",0.0248245937106651
"pet_01_shuffled",0.024813111262926
"NHBAC_MALE_AllAges_shuffled",0.0247952989236223
"BA_FEMALE_AllAges_shuffled",0.0246997844825603
"wc2.0_30s_tmin_05",0.024677507329228
"NHAA_FEMALE_80plus",0.0246046979899726
"BAC_MALE_80plus",0.0243418582338846
"HNAC_MALE_80plus",0.0242097096789781
"NHBA_FEMALE_0.19_shuffled",0.0241304030305254
"HWA_MALE_0.19_shuffled",0.0241052360042753
"VALUE_Owner.occupied_units_300000_to_499999",0.0240828082207962
"HBAC_MALE_20.39_shuffled",0.0238876948755176
"BEDROOMS_Total_housing_units_4_bedrooms_shuffled",0.0238855657285653
"GROSS_RENT_Occupied_units_paying_rent_2000_to_2499",0.0236708347997545
"NA_MALE_20.39_shuffled",0.0236697590422417
"NHNA_MALE_0.19_shuffled",0.0236307261442422
"NHBAC_MALE_40.59",0.023625011474992
"HIA_MALE_AllAges_shuffled",0.0236206103785304
"AAC_FEMALE_60.79",0.0235493929668401
"wc2.0_30s_srad_12",0.0234857548553024
"NHTOM_MALE_0.19_shuffled",0.0234821203806129
"Pop_Wearing_Mask_shuffled",0.0234582920401813
"IAC_FEMALE_40.59_shuffled",0.0234417598280721
"NHNAC_FEMALE_80plus",0.0232978337947914
"NH_FEMALE_80plus_shuffled",0.0232432397107964
"HWAC_MALE_60.79_shuffled",0.0231272179837879
"HIAC_MALE_80plus",0.0230469300116022
"UVB280.315_CloudPlsOzone_month.03",0.0230398131209848
"wc2.0_30s_vapr_06_shuffled",0.0229188492109055
"HWAC_MALE_20.39",0.022869495107856
"NHIA_MALE_40.59_shuffled",0.022865115787737
"NHAAC_FEMALE_60.79_shuffled",0.0227179502157481
"wc2.0_30s_prec_05_shuffled",0.0226950896073169
"aet_by_wind_12",0.0225994371079185
"NHIA_FEMALE_60.79",0.0223749906518581
"HBA_MALE_80plus_shuffled",0.0220447708196397
"BAC_FEMALE_AllAges_shuffled",0.0220252484620181
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_with_a_mortgage_2000_to_2499_shuffled",0.0219922360448239
"HNAC_MALE_AllAges_shuffled",0.0217897914257573
"aet_by_wind_12_shuffled",0.0217630732423014
"GROSS_RENT_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Occupied_units_paying_rent_Not_computed_shuffled",0.021734608102854
"aet_annualMean",0.021705754078932
"NHNA_MALE_60.79_shuffled",0.0216449293917016
"HIA_MALE_0.19_shuffled",0.0215739650472117
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_unit_without_a_mortgage_Not_computed",0.0215524809181735
"HOUSE_HEATING_FUEL_Occupied_housing_units_Coal_or_coke",0.0215513289487824
"TOT_MALE_40.59_shuffled",0.0213656103488268
"HTOM_MALE_20.39_shuffled",0.0213359590811132
"wc2.0_30s_vapr_12_shuffled",0.0210371463489946
"pet_10_shuffled",0.0209955522356019
"BA_FEMALE_40.59_shuffled",0.0209868559864027
"HWA_MALE_40.59_shuffled",0.0209757851741738
"NHNA_FEMALE_60.79_shuffled",0.0209302972389998
"SELECTED_MONTHLY_OWNER_COSTS_AS_A_PERCENTAGE_OF_HOUSEHOLD_INCOME_Housing_unit_without_a_mortgage",0.0206754073644312
"NAC_FEMALE_AllAges_shuffled",0.0205823732634994
"TOT_FEMALE_20.39_shuffled",0.0204950988813326
"TOT_FEMALE_20.39",0.0203503838603315
"HIAC_MALE_40.59_shuffled",0.0202240141960228
"WA_FEMALE_60.79_shuffled",0.0201639883519287
"HBA_MALE_AllAges_shuffled",0.0200784685894527
"YEAR_HOUSEHOLDER_MOVED_INTO_UNIT_Occupied_housing_units_Moved_in_2000_to_2009_shuffled",0.0198785310957
"HNA_FEMALE_20.39",0.0198262025236987
"HBAC_FEMALE_40.59_shuffled",0.0196479593622068
"wc2.0_30s_wind_01_shuffled",0.0194484197020746
"WA_FEMALE_80plus_shuffled",0.0194085700779643
"wc2.0_30s_prec_07_shuffled",0.0193350468401843
"NHWAC_MALE_AllAges_shuffled",0.0193049360439776
"wc2.0_30s_prec_02_shuffled",0.0192602909029427
"HWAC_FEMALE_40.59",0.0191342363870122
"HNAC_MALE_60.79",0.0189151811361596
"UVB280.315_CloudPlsOzone_month.09",0.0189018887139475
"HNA_MALE_0.19_shuffled",0.0188970297745736
"UNITS_IN_STRUCTURE_Total_housing_units_3_or_4_units_shuffled",0.0188536894599688
"UVB280.315_CloudPlsOzone_month.10_shuffled",0.0187078505027981
"UNITS_IN_STRUCTURE_Total_housing_units_1.unit_attached_shuffled",0.0186923208703776
"pet_02_shuffled",0.0185609605529163
"HAAC_FEMALE_60.79_shuffled",0.0185153333219694
"GloAspectClN_5min_shuffled",0.0182613860082265
"wc2.0_30s_tavg_08_shuffled",0.0182612911141535
"HAA_MALE_60.79_shuffled",0.0180786523380585
"NHBAC_FEMALE_AllAges_shuffled",0.0180553392544588
"H_MALE_0.19",0.0179449652313349
"BAC_MALE_20.39_shuffled",0.0178339814309256
"HBA_MALE_40.59_shuffled",0.0176723527393851
"wc2.0_30s_srad_01",0.0176716963346992
"NHIAC_MALE_60.79_shuffled",0.0175324546679566
"BAC_FEMALE_0.19",0.0175152950974491
"NHIAC_FEMALE_20.39_shuffled",0.0173108492862827
"SELECTED_MONTHLY_OWNER_COSTS_Housing_units_without_a_mortgage_600_to_799",0.0171040204165019
"HNA_MALE_AllAges",0.0170815726781545
"wc2.0_30s_tmin_08_shuffled",0.0168504717574773
"NHIA_MALE_80plus_shuffled",0.0168049759244513
"POP_DEN_shuffled",0.0167427221619862
"HIA_FEMALE_40.59_shuffled",0.016728330877092
"Iron_soil_pH",0.0166116572656214
"HAAC_FEMALE_40.59",0.0164832456027415
